"Name","Date","VS","Score","ATS","O/U"
"Celtics","8-Feb","PHI","W 106-99","W -2.5","U 228"
"Celtics","6-Feb","@ DET","W 111-99","W -8.5","U 227.5"
"Celtics","3-Feb","PHO","L 94-106","L -10","U 220"
"Celtics","1-Feb","BK","W 139-96","W -9","O 224"
"Celtics","28-Jan","LAL","W 125-121 (OT)","L -8","O 234.5"
"Celtics","26-Jan","NY","L 117-120 (OT)","L -8.5","O 221.5"
"Celtics","24-Jan","@ MIA","L 95-98","L 2.5","U 215"
"Celtics","23-Jan","@ ORL","L 98-113","L -7.5","U 229"
"Celtics","21-Jan","@ TOR","W 106-104","L -3.5","U 225.5"
"Celtics","19-Jan","GS","W 121-118 (OT)","L -6.5","U 241"
"Celtics","16-Jan","@ CHA","W 130-118","W -8.5","O 230.5"
"Celtics","14-Jan","@ CHA","W 122-106","W -8","U 232"
"Celtics","12-Jan","@ BK","W 109-98","W -1","U 224.5"
"Celtics","11-Jan","NO","W 125-114","W -9","O 230"
"Celtics","9-Jan","CHI","W 107-99","L -9.5","U 236"
"Celtics","7-Jan","@ SA","W 121-116","L -15","O 234"
"Celtics","5-Jan","@ DAL","W 124-95","W -3","U 231.5"
"Celtics","3-Jan","@ OKC","L 117-150","L -11.5","O 229.5"
"Celtics","1-Jan","@ DEN","L 111-123","L -3.5","O 233.5"
"Celtics","29-Dec","LAC","W 116-110","L -7","U 228.5"
"Celtics","27-Dec","HOU","W 126-102","W -15","U 229.5"
"Celtics","25-Dec","MIL","W 139-118","W -5.5","O 227.5"
"Celtics","23-Dec","MIN","W 121-109","W -9.5","O 229"
"Celtics","21-Dec","IND","L 112-117","L -9.5","U 232.5"
"Celtics","18-Dec","ORL","L 92-95","L -11","U 223.5"
"Celtics","16-Dec","ORL","L 109-117","L -13","O 225.5"
"Celtics","13-Dec","@ LAL","W 122-118 (OT)","P -4","O 237"
"Celtics","12-Dec","@ LAC","L 93-113","L -4","U 225.5"
"Celtics","10-Dec","@ GS","L 107-123","L -2.5","U 237.5"
"Celtics","7-Dec","@ PHO","W 125-98","W 2","U 230.5"
"Celtics","5-Dec","@ TOR","W 116-110","W 1.5","U 228"
"Celtics","4-Dec","@ BK","W 103-92","W -2.5","U 229"
"Celtics","2-Dec","MIA","L 116-120 (OT)","L -7","O 226.5"
"Celtics","30-Nov","MIA","W 134-121","W -9.5","O 225"
"Celtics","28-Nov","CHA","W 140-105","W -11","O 225"
"Celtics","27-Nov","WAS","W 130-121","W -7.5","O 220.5"
"Celtics","25-Nov","SAC","W 122-104","W -7.5","U 238.5"
"Celtics","23-Nov","DAL","W 125-112","W -5.5","O 220.5"
"Celtics","21-Nov","@ CHI","L 107-121","L -5.5","U 229.5"
"Celtics","18-Nov","@ NO","W 117-109","W -3","U 227.5"
"Celtics","16-Nov","@ ATL","W 126-101","W -1","U 234"
"Celtics","14-Nov","OKC","W 126-122","L -11.5","O 229"
"Celtics","12-Nov","@ DET","W 117-108","W -8.5","P 225"
"Celtics","11-Nov","DEN","W 131-112","W -4.5","O 230.5"
"Celtics","9-Nov","DET","W 128-112","W -13","O 225.5"
"Celtics","7-Nov","@ MEM","W 109-106","L -4","U 231"
"Celtics","5-Nov","@ NY","W 133-118","W -4","O 226.5"
"Celtics","4-Nov","CHI","W 123-119","L -7.5","O 224"
"Celtics","2-Nov","@ CLE","L 113-114 (OT)","L -1.5","O 220"
"Celtics","30-Oct","WAS","W 112-94","W -9.5","U 221.5"
"Celtics","28-Oct","CLE","L 123-132 (OT)","L -7","O 218.5"
"Celtics","24-Oct","@ CHI","L 102-120","L -5","U 225.5"
"Celtics","22-Oct","@ ORL","W 126-120","L -9","O 215"
"Celtics","21-Oct","@ MIA","W 111-104","W -2","U 220.5"
"Celtics","18-Oct","PHI","W 126-117","W -3","O 216.5"
"Knicks","16-May","BOS","W 96-92","L -12","U 211.5"
"Knicks","15-May","CHA","W 118-109 (OT)","W -5.5","O 214"
"Knicks","13-May","SA","W 102-98","L -4.5","U 215.5"
"Knicks","11-May","@ LAL","L 99-101 (OT)","W 3","U 209.5"
"Knicks","9-May","@ LAC","W 106-100","W 8","U 215"
"Knicks","7-May","@ PHO","L 105-128","L 6.5","O 217.5"
"Knicks","5-May","@ DEN","L 97-113","L 3.5","U 214.5"
"Knicks","3-May","@ MEM","W 118-104","W 4","O 221.5"
"Knicks","2-May","@ HOU","W 122-97","W -10","O 218.5"
"Knicks","28-Apr","CHI","W 113-94","W -4","U 210.5"
"Knicks","26-Apr","PHO","L 110-118","L 2.5","O 215"
"Knicks","24-Apr","TOR","W 120-103","W 1","O 213"
"Knicks","21-Apr","ATL","W 137-127 (OT)","W 1.5","O 219"
"Knicks","20-Apr","CHA","W 109-97","W -5","U 208.5"
"Knicks","18-Apr","NO","W 122-112 (OT)","W 1.5","O 218"
"Knicks","16-Apr","@ DAL","W 117-109","W 6.5","O 212"
"Knicks","14-Apr","@ NO","W 116-106","W 2","O 219"
"Knicks","12-Apr","LAL","W 111-96","W -1","O 206"
"Knicks","11-Apr","TOR","W 102-96","W -3","U 217.5"
"Knicks","9-Apr","MEM","W 133-129 (OT)","W 1.5","O 216"
"Knicks","7-Apr","@ BOS","L 99-101","W 3","U 208"
"Knicks","5-Apr","@ BK","L 112-114","W 6.5","O 217.5"
"Knicks","3-Apr","@ DET","W 125-81","W -2.5","O 202.5"
"Knicks","2-Apr","DAL","L 86-99","L 5","U 213"
"Knicks","31-Mar","@ MIN","L 101-102","L -3","U 217"
"Knicks","29-Mar","MIA","L 88-98","L 3.5","U 206.5"
"Knicks","27-Mar","@ MIL","W 102-96","W -2.5","U 218"
"Knicks","25-Mar","WAS","W 106-102","W -2.5","U 224"
"Knicks","23-Mar","WAS","W 131-113","W -3","O 221"
"Knicks","21-Mar","PHI","L 100-101 (OT)","P 1","U 211"
"Knicks","18-Mar","ORL","W 94-93","L -4.5","U 206.5"
"Knicks","16-Mar","@ PHI","L 96-99","W 7","U 219.5"
"Knicks","15-Mar","@ BK","L 112-117","W 8.5","O 223.5"
"Knicks","13-Mar","@ OKC","W 119-97","W -4.5","O 209"
"Knicks","11-Mar","@ MIL","L 101-134","L 11","O 223"
"Knicks","4-Mar","DET","W 114-104","W -6.5","O 207"
"Knicks","2-Mar","@ SA","L 93-119","L -2","O 211.5"
"Knicks","28-Feb","@ DET","W 109-90","W -1","U 209.5"
"Knicks","27-Feb","IND","W 110-107","W -1","O 215.5"
"Knicks","25-Feb","SAC","W 140-121","W -1.5","O 225.5"
"Knicks","23-Feb","GS","L 106-114","L 4","U 222"
"Knicks","21-Feb","MIN","W 103-99","W -3","U 217"
"Knicks","17-Feb","@ ORL","L 89-107","L -3.5","U 209.5"
"Knicks","15-Feb","ATL","W 123-112","W 1.5","O 219"
"Knicks","13-Feb","HOU","W 121-99","W -1","O 213"
"Knicks","12-Feb","@ WAS","W 109-91","W -3","U 218.5"
"Knicks","9-Feb","@ MIA","L 96-98","W 6.5","U 207.5"
"Knicks","7-Feb","MIA","L 103-109","L 5.5","O 207"
"Knicks","6-Feb","POR","W 110-99","W 1.5","U 215"
"Knicks","3-Feb","@ CHI","W 107-103","W 1.5","U 217.5"
"Knicks","1-Feb","@ CHI","L 102-110","L 3.5","U 216.5"
"Knicks","31-Jan","LAC","L 115-129","L 9","O 210.5"
"Knicks","29-Jan","CLE","W 102-81","W -1.5","U 209"
"Knicks","26-Jan","@ UTA","L 94-108","L 11","U 212"
"Knicks","24-Jan","@ POR","L 113-116","W 4","O 214.5"
"Knicks","22-Jan","@ SAC","L 94-103","L 3.5","U 219"
"Knicks","21-Jan","@ GS","W 119-104","W 5","O 215"
"Knicks","18-Jan","ORL","W 91-84","W 2.5","U 205"
"Knicks","17-Jan","@ BOS","W 105-75","W 7","U 210"
"Knicks","15-Jan","@ CLE","L 103-106","L -2","O 195"
"Knicks","13-Jan","BK","L 109-116","L 2.5","O 217"
"Knicks","11-Jan","@ CHA","L 88-109","L 5","U 212"
"Knicks","10-Jan","DEN","L 89-114","L 5.5","U 214"
"Knicks","8-Jan","OKC","L 89-101","L -3","U 212"
"Knicks","6-Jan","UTA","W 112-100","W 7.5","U 214.5"
"Knicks","4-Jan","@ ATL","W 113-108","W 7.5","U 223.5"
"Knicks","2-Jan","@ IND","W 106-102","W 9.5","U 215"
"Knicks","31-Dec","@ TOR","L 83-100","L 8.5","U 216"
"Knicks","29-Dec","@ CLE","W 95-86","W 3.5","U 216"
"Knicks","27-Dec","MIL","W 130-110","W 13","O 222.5"
"Knicks","26-Dec","PHI","L 89-109","L 8","U 215"
"Knicks","23-Dec","@ IND","L 107-121","L 7.5","O 215.5"
"Knicks","10-Apr","TOR","W 105-94","W 1","U 214.5"
"Knicks","8-Apr","@ WAS","W 114-92","W -3.5","U 224"
"Knicks","6-Apr","BK","L 98-110","L 6.5","U 229.5"
"Knicks","3-Apr","@ ORL","W 118-88","W -5.5","U 216.5"
"Knicks","2-Apr","CLE","L 101-119","L -2","O 219.5"
"Knicks","30-Mar","CHA","L 114-125","L 2.5","O 223.5"
"Knicks","28-Mar","CHI","W 109-104","W 3.5","U 218"
"Knicks","27-Mar","@ DET","W 104-102","L -4.5","U 219"
"Knicks","25-Mar","@ MIA","W 111-103","W 9.5","O 213.5"
"Knicks","23-Mar","@ CHA","W 121-106","W 8.5","O 225.5"
"Knicks","22-Mar","ATL","L 111-117","L 3.5","O 226.5"
"Knicks","20-Mar","UTA","L 93-108","L 3.5","U 223"
"Knicks","18-Mar","WAS","W 100-97","L -6.5","U 225.5"
"Knicks","16-Mar","POR","W 128-98","W -12.5","O 222"
"Knicks","13-Mar","@ BK","L 107-110","W 5","U 224.5"
"Knicks","11-Mar","@ MEM","L 114-118","W 9","O 228"
"Knicks","9-Mar","@ DAL","W 107-77","W 8.5","U 216.5"
"Knicks","7-Mar","@ SAC","W 131-115","W 4","O 232.5"
"Knicks","6-Mar","@ LAC","W 116-93","W 5.5","U 221"
"Knicks","4-Mar","@ PHO","L 114-115","W 6","O 222.5"
"Knicks","2-Mar","@ PHI","L 108-123","L 10.5","O 224"
"Knicks","27-Feb","PHI","L 109-125","L 7.5","O 219.5"
"Knicks","25-Feb","MIA","L 100-115","L 6","O 212.5"
"Knicks","16-Feb","BK","L 106-111","L -4.5","O 215"
"Knicks","14-Feb","OKC","L 123-127 (OT)","L -10","O 207.5"
"Knicks","12-Feb","@ POR","L 103-112","L -4.5","U 215.5"
"Knicks","10-Feb","@ GS","W 116-114","W 9","O 216.5"
"Knicks","8-Feb","@ DEN","L 115-132","L 9","O 221"
"Knicks","7-Feb","@ UTA","L 104-113","L 6.5","U 219"
"Knicks","5-Feb","@ LAL","L 115-122 (OT)","L 5","O 215.5"
"Knicks","2-Feb","MEM","L 108-120","L 4","O 218"
"Knicks","31-Jan","SAC","W 116-96","W -7","U 212.5"
"Knicks","28-Jan","@ MIL","L 108-123","L 9","O 217"
"Knicks","26-Jan","@ MIA","L 96-110","L 6","O 202.5"
"Knicks","24-Jan","@ CLE","L 93-95","W 5","U 201"
"Knicks","23-Jan","LAC","W 110-102","W -4","O 204.5"
"Knicks","20-Jan","NO","L 91-102","L -4","U 210.5"
"Knicks","18-Jan","MIN","L 110-112","W 4","O 216.5"
"Knicks","17-Jan","CHA","L 87-97","L -2.5","U 215"
"Knicks","15-Jan","@ ATL","W 117-108","W 1.5","O 214.5"
"Knicks","12-Jan","DAL","W 108-85","W 2.5","U 203.5"
"Knicks","10-Jan","SA","W 111-96","W -6.5","U 212"
"Knicks","8-Jan","@ BOS","L 75-99","L 7.5","U 205"
"Knicks","6-Jan","BOS","W 108-105","W 2","O 207"
"Knicks","4-Jan","IND","W 104-94","W -3.5","U 205.5"
"Knicks","2-Jan","@ TOR","L 105-120","L 8.5","O 208"
"Knicks","31-Dec","@ OKC","L 80-95","L -2.5","U 208.5"
"Knicks","29-Dec","@ DET","W 94-85","W -8.5","U 214"
"Knicks","28-Dec","@ MIN","W 96-88","W -5.5","U 211.5"
"Knicks","25-Dec","ATL","W 101-87","W -5.5","U 206.5"
"Knicks","23-Dec","WAS","L 117-124","L -3","O 207"
"Knicks","21-Dec","DET","W 105-91","W -7.5","U 205.5"
"Knicks","18-Dec","@ BOS","L 107-114","L 6","O 209"
"Knicks","16-Dec","@ HOU","W 116-103","W -6","O 215"
"Knicks","14-Dec","GS","L 96-105","L 5.5","U 211"
"Knicks","12-Dec","MIL","L 97-112","L 6","U 216.5"
"Knicks","10-Dec","@ TOR","L 87-90","L 1.5","U 208"
"Knicks","8-Dec","@ IND","L 102-122","L 5","O 208"
"Knicks","7-Dec","@ SA","W 121-109","W -1.5","O 211"
"Knicks","4-Dec","DEN","L 99-113","L -2.5","O 209.5"
"Knicks","2-Dec","CHI","L 115-119","L 2","O 210"
"Knicks","30-Nov","@ BK","L 110-112","W 6","O 215.5"
"Knicks","27-Nov","@ ATL","W 99-90","W 8","U 217"
"Knicks","26-Nov","PHO","L 97-118","L 4","O 213.5"
"Knicks","23-Nov","LAL","W 106-100","W -4.5","U 214.5"
"Knicks","21-Nov","@ CHI","L 103-109","L 5.5","U 213"
"Knicks","20-Nov","HOU","W 106-99","L -10.5","U 214"
"Knicks","17-Nov","ORL","L 98-104","L -11.5","U 207"
"Knicks","15-Nov","IND","W 92-84","W -3","U 211"
"Knicks","12-Nov","@ CHA","L 96-104","L -2.5","U 225"
"Knicks","10-Nov","MIL","L 100-112","L -3.5","U 216"
"Knicks","8-Nov","@ PHI","W 103-96","W -2","U 213"
"Knicks","7-Nov","CLE","L 109-126","L -7.5","O 207.5"
"Knicks","5-Nov","@ MIL","W 113-98","W 3.5","U 216.5"
"Knicks","3-Nov","@ IND","L 98-111","L 1","U 216"
"Knicks","1-Nov","TOR","L 104-113","L -7","O 209.5"
"Knicks","30-Oct","@ NO","W 123-117","L -8","O 213.5"
"Knicks","28-Oct","@ CHI","W 104-103","W 1","U 216.5"
"Knicks","26-Oct","PHI","W 112-99","W -1","U 217"
"Knicks","24-Oct","ORL","L 104-110","L -12","O 212"
"Knicks","22-Oct","@ ORL","W 121-96","W -7.5","O 212"
"Knicks","20-Oct","BOS","W 138-134 (OT)","W -2.5","O 220"
"Knicks","9-Apr","IND","L 136-141","L -9.5","O 231.5"
"Knicks","7-Apr","@ NO","L 105-113","P 8","U 224"
"Knicks","5-Apr","@ IND","W 138-129","W -5","O 229"
"Knicks","2-Apr","WAS","W 118-109","L -11.5","O 221.5"
"Knicks","31-Mar","@ CLE","W 130-116","W 3","O 220.5"
"Knicks","29-Mar","MIA","W 101-92","W -6","U 225.5"
"Knicks","27-Mar","HOU","W 137-115","W -13","O 228"
"Knicks","23-Mar","@ ORL","L 106-111","L -2.5","U 226"
"Knicks","22-Mar","@ MIA","L 120-127","L 2","O 223.5"
"Knicks","20-Mar","MIN","L 134-140","L -8","O 227.5"
"Knicks","18-Mar","DEN","W 116-110","W 1","U 232"
"Knicks","14-Mar","@ POR","W 123-107","W -3","O 229.5"
"Knicks","12-Mar","@ LAL","W 112-108","W 2.5","U 225"
"Knicks","11-Mar","@ LAC","L 95-106","L 5.5","U 227"
"Knicks","9-Mar","@ SAC","L 117-122","L 2","U 240"
"Knicks","7-Mar","CHA","L 105-112","L -10","U 226.5"
"Knicks","5-Mar","@ BOS","W 131-129 (OT)","W 6.5","O 224.5"
"Knicks","3-Mar","@ MIA","W 122-120","W 1","O 216.5"
"Knicks","1-Mar","BK","W 142-118","W -7.5","O 223.5"
"Knicks","27-Feb","BOS","W 109-94","W 2","U 223.5"
"Knicks","25-Feb","NO","W 128-106","W -4","O 223"
"Knicks","24-Feb","@ WAS","W 115-109","W 1","U 227.5"
"Knicks","15-Feb","@ ATL","W 122-101","W 3.5","U 234.5"
"Knicks","13-Feb","BK","W 124-106","W -3","O 218"
"Knicks","11-Feb","UTA","W 126-120","P -6","O 231"
"Knicks","10-Feb","@ PHI","L 108-119","L 7","O 222.5"
"Knicks","7-Feb","@ ORL","W 102-98","W -1","U 225"
"Knicks","5-Feb","PHI","W 108-97","W 4.5","U 226"
"Knicks","4-Feb","LAC","L 128-134 (OT)","L 3","O 220.5"
"Knicks","2-Feb","MIA","W 106-104","W 3","U 212.5"
"Knicks","31-Jan","LAL","L 123-129 (OT)","L -2","O 231"
"Knicks","28-Jan","@ BK","L 115-122","L -1.5","O 224"
"Knicks","26-Jan","@ BOS","W 120-117 (OT)","W 8.5","O 221.5"
"Knicks","24-Jan","CLE","W 105-103","W 3.5","U 221"
"Knicks","22-Jan","@ TOR","L 116-125","L 3","O 223.5"
"Knicks","20-Jan","@ ATL","L 124-139","L 3","O 229"
"Knicks","18-Jan","WAS","L 105-116","L -5.5","U 225"
"Knicks","16-Jan","TOR","L 121-123 (OT)","L -2","O 219"
"Knicks","15-Jan","@ DET","W 117-104","W -8.5","U 225"
"Knicks","13-Jan","@ WAS","W 112-108","W -3.5","P 220"
"Knicks","11-Jan","IND","W 119-113","W -5","O 226"
"Knicks","9-Jan","MIL","L 107-111","L -1","U 219.5"
"Knicks","6-Jan","@ TOR","W 112-108","W 4","O 216.5"
"Knicks","4-Jan","SA","W 117-114","L -10","O 226"
"Knicks","2-Jan","PHO","W 102-83","W -3","U 219"
"Knicks","31-Dec","@ HOU","W 108-88","W -4","U 223"
"Knicks","29-Dec","@ SA","L 115-122","L -4.5","O 223.5"
"Knicks","27-Dec","@ DAL","L 121-126 (OT)","W 5.5","O 216.5"
"Knicks","25-Dec","PHI","L 112-119","L 2","O 215.5"
"Knicks","23-Dec","CHI","L 117-118","L -5.5","O 225.5"
"Knicks","21-Dec","TOR","L 106-113","L -2","O 216.5"
"Knicks","20-Dec","GS","W 132-94","W -6.5","O 220.5"
"Knicks","18-Dec","@ IND","W 109-106","W 1","U 228"
"Knicks","16-Dec","@ CHI","W 114-91","W 3","U 225"
"Knicks","14-Dec","@ CHI","W 128-120 (OT)","W 3.5","O 226"
"Knicks","11-Dec","SAC","W 112-99","W -2.5","U 225.5"
"Knicks","9-Dec","@ CHA","W 121-102","W -4","U 224.5"
"Knicks","7-Dec","ATL","W 113-89","W -2","U 233"
"Knicks","4-Dec","CLE","W 92-81","W 2.5","U 222.5"
"Knicks","3-Dec","DAL","L 100-121","L 1","U 224.5"
"Knicks","30-Nov","MIL","L 103-109","P 6","U 228"
"Knicks","29-Nov","@ DET","W 140-110","W -4.5","O 225.5"
"Knicks","27-Nov","MEM","L 123-127","L 2","O 229"
"Knicks","25-Nov","POR","L 129-132 (OT)","L -4","O 217"
"Knicks","21-Nov","@ OKC","W 129-119","W 1.5","O 227.5"
"Knicks","20-Nov","@ PHO","L 95-116","L 5.5","U 226.5"
"Knicks","18-Nov","@ GS","L 101-111","L 7.5","U 234.5"
"Knicks","16-Nov","@ DEN","W 106-103","W 2","U 226"
"Knicks","15-Nov","@ UTA","W 118-111","W 4.5","U 232"
"Knicks","13-Nov","OKC","L 135-145","L -5.5","O 226.5"
"Knicks","11-Nov","DET","W 121-112","P -9","O 223.5"
"Knicks","9-Nov","@ BK","L 85-112","L 3.5","U 221"
"Knicks","7-Nov","@ MIN","W 120-107","W 2.5","U 235"
"Knicks","5-Nov","BOS","L 118-133","L 4","O 226.5"
"Knicks","4-Nov","@ PHI","W 106-104","W 1.5","U 220"
"Knicks","2-Nov","ATL","L 99-112","L -2.5","U 233"
"Knicks","30-Oct","@ CLE","L 108-121","L 3.5","O 220"
"Knicks","28-Oct","@ MIL","L 108-119","L 6","O 223.5"
"Knicks","26-Oct","CHA","W 134-131 (OT)","L -7.5","O 225"
"Knicks","24-Oct","ORL","W 115-102","W -7.5","U 223"
"Knicks","21-Oct","DET","W 130-106","W -7","O 220.5"
"Knicks","19-Oct","@ MEM","L 112-115 (OT)","W 4.5","O 226.5"
"76ers","16-May","ORL","W 128-117","W -6.5","O 214.5"
"76ers","14-May","ORL","W 122-97","W -14.5","O 214"
"76ers","13-May","@ MIA","L 94-106","L 1","U 218"
"76ers","11-May","@ IND","L 94-103","L -5.5","U 233.5"
"76ers","8-May","DET","W 118-104","W -9.5","O 217"
"76ers","7-May","NO","W 109-107","L -11.5","U 223.5"
"76ers","5-May","@ HOU","W 135-115","W -14.5","O 220"
"76ers","3-May","@ CHI","W 106-94","W -7.5","U 211.5"
"76ers","2-May","@ SA","W 113-111 (OT)","L -10","O 219"
"76ers","30-Apr","ATL","W 126-104","W -7.5","O 224"
"76ers","28-Apr","ATL","W 127-83","W -9.5","U 213"
"76ers","26-Apr","OKC","W 121-90","W -15.5","U 219"
"76ers","24-Apr","@ MIL","L 94-132","L 8.5","U 226.5"
"76ers","22-Apr","@ MIL","L 117-124","L 6","O 224.5"
"76ers","21-Apr","PHO","L 113-116","P 3","O 217.5"
"76ers","19-Apr","GS","L 96-107","L -4.5","U 226.5"
"76ers","16-Apr","LAC","W 106-103","L -4","U 218.5"
"76ers","14-Apr","BK","W 123-117","L -9","O 225"
"76ers","12-Apr","@ DAL","W 113-95","W -3.5","U 218"
"76ers","10-Apr","@ OKC","W 117-93","W -10","U 216.5"
"76ers","9-Apr","@ NO","L 94-101","L -5.5","U 229"
"76ers","6-Apr","@ BOS","W 106-96","W 1","U 221.5"
"76ers","4-Apr","MEM","L 100-116","L -3.5","U 224.5"
"76ers","3-Apr","MIN","W 122-113","L -13.5","O 226"
"76ers","1-Apr","@ CLE","W 114-94","W -9.5","U 214.5"
"76ers","30-Mar","@ DEN","L 95-104","L 5","U 220"
"76ers","27-Mar","@ LAC","L 112-122","L 5.5","O 221"
"76ers","25-Mar","@ LAL","W 109-101","W -6","U 213.5"
"76ers","23-Mar","@ GS","W 108-98","W -4","U 219"
"76ers","21-Mar","@ NY","W 101-100 (OT)","P -1","U 211"
"76ers","20-Mar","SAC","W 129-105","W -4","O 229"
"76ers","17-Mar","MIL","L 105-109 (OT)","W 6","U 235"
"76ers","16-Mar","NY","W 99-96","L -7","U 219.5"
"76ers","14-Mar","SA","W 134-99","W -5","O 224"
"76ers","12-Mar","@ WAS","W 127-101","W -3.5","U 239.5"
"76ers","11-Mar","@ CHI","W 127-105","W 3.5","O 228.5"
"76ers","3-Mar","UTA","W 131-123 (OT)","W 3.5","O 230"
"76ers","1-Mar","IND","W 130-114","W -3.5","O 222.5"
"76ers","27-Feb","CLE","L 109-112 (OT)","L -11.5","O 219.5"
"76ers","25-Feb","DAL","W 111-97","W -5","U 228"
"76ers","23-Feb","@ TOR","W 109-102","W -2.5","U 222"
"76ers","21-Feb","@ TOR","L 103-110","L -3","U 222.5"
"76ers","19-Feb","CHI","W 112-105","W -6.5","U 227"
"76ers","17-Feb","HOU","W 118-113","L -8","O 226.5"
"76ers","15-Feb","@ UTA","L 123-134","L 8.5","O 225.5"
"76ers","13-Feb","@ PHO","L 111-120","L 1.5","O 220.5"
"76ers","11-Feb","@ POR","L 114-118","L -5.5","O 229"
"76ers","9-Feb","@ SAC","W 119-111","W -4.5","U 232.5"
"76ers","6-Feb","BK","W 124-108","W -7.5","U 233"
"76ers","4-Feb","POR","L 105-121","L -10","O 223"
"76ers","3-Feb","@ CHA","W 118-111","P -7","O 225.5"
"76ers","31-Jan","@ IND","W 119-110","W 2.5","O 221.5"
"76ers","29-Jan","@ MIN","W 118-94","W -9.5","U 225.5"
"76ers","27-Jan","LAL","W 107-106","W 4","U 222.5"
"76ers","25-Jan","@ DET","L 104-119","L -5","O 216"
"76ers","23-Jan","@ DET","W 114-110","L -8.5","O 215"
"76ers","22-Jan","BOS","W 122-110","W -4.5","O 220.5"
"76ers","20-Jan","BOS","W 117-109","W -4.5","O 220"
"76ers","16-Jan","@ MEM","L 104-106","L 1.5","U 222"
"76ers","14-Jan","MIA","W 125-108","W -7.5","O 222.5"
"76ers","12-Jan","MIA","W 137-134 (OT)","L -8.5","O 213"
"76ers","11-Jan","@ ATL","L 94-112","L 6","U 223.5"
"76ers","9-Jan","DEN","L 103-115","W 13.5","O 216"
"76ers","7-Jan","@ BK","L 109-122","L -4","O 222"
"76ers","6-Jan","WAS","W 141-136","L -6.5","O 234.5"
"76ers","4-Jan","CHA","W 118-101","W -8","U 221"
"76ers","2-Jan","CHA","W 127-112","W -9.5","O 217"
"76ers","31-Dec","@ ORL","W 116-92","W -3.5","U 219"
"76ers","29-Dec","TOR","W 100-93","W -1.5","U 219"
"76ers","27-Dec","@ CLE","L 94-118","L -6","U 218"
"76ers","26-Dec","@ NY","W 109-89","W -8","U 215"
"76ers","23-Dec","WAS","W 113-107","L -7.5","U 231"
"76ers","10-Apr","DET","W 118-106","W -6.5","O 221"
"76ers","9-Apr","IND","W 133-120","L -14.5","O 236.5"
"76ers","7-Apr","@ TOR","L 114-119","L -3.5","O 220"
"76ers","5-Apr","@ IND","W 131-122","L -10.5","O 235"
"76ers","3-Apr","@ CLE","W 112-108","L -5.5","U 225"
"76ers","2-Apr","CHA","W 144-114","W -5.5","O 230"
"76ers","31-Mar","@ DET","L 94-102","L -10","U 225"
"76ers","29-Mar","MIL","L 116-118","L 1","O 231.5"
"76ers","27-Mar","@ PHO","L 104-114","L 4","U 226.5"
"76ers","25-Mar","@ LAC","W 122-97","W -5.5","P 219"
"76ers","23-Mar","@ LAL","W 126-121","L -9.5","O 226"
"76ers","21-Mar","MIA","W 113-106","W 8","O 210.5"
"76ers","20-Mar","TOR","L 88-93","L -7.5","U 219.5"
"76ers","18-Mar","DAL","W 111-101","W -4","U 216.5"
"76ers","16-Mar","@ CLE","W 118-114","P -4","O 220"
"76ers","14-Mar","DEN","L 110-114","L -3.5","U 225"
"76ers","13-Mar","@ ORL","W 116-114 (OT)","L -11","O 221.5"
"76ers","10-Mar","BK","L 100-129","L -4","U 236.5"
"76ers","7-Mar","CHI","W 121-106","W -8","U 233.5"
"76ers","5-Mar","@ MIA","L 82-99","L 5.5","U 214"
"76ers","4-Mar","CLE","W 125-119","L -7.5","O 216"
"76ers","2-Mar","NY","W 123-108","W -10.5","O 224"
"76ers","27-Feb","@ NY","W 125-109","W -7.5","O 219.5"
"76ers","25-Feb","@ MIN","W 133-102","W -2.5","O 229.5"
"76ers","17-Feb","@ MIL","W 123-120","W 6.5","O 222.5"
"76ers","15-Feb","BOS","L 87-135","L 2","O 209"
"76ers","12-Feb","CLE","W 103-93","W -2.5","U 210"
"76ers","11-Feb","OKC","W 100-87","L -13.5","U 206.5"
"76ers","8-Feb","PHO","L 109-114","L -1.5","O 217"
"76ers","6-Feb","@ CHI","W 119-108","W -4","O 220.5"
"76ers","4-Feb","@ DAL","L 98-107","L -1","U 210.5"
"76ers","2-Feb","WAS","L 103-106","L -9.5","U 210"
"76ers","31-Jan","MEM","W 122-119 (OT)","W 3.5","O 217"
"76ers","29-Jan","SAC","W 103-101","L -10.5","U 218.5"
"76ers","27-Jan","LAL","W 105-87","W -6","U 215.5"
"76ers","25-Jan","NO","W 117-107","L -11.5","O 212"
"76ers","23-Jan","@ SA","W 115-109","W -1","O 222.5"
"76ers","21-Jan","LAC","L 101-102","L -7","U 214"
"76ers","19-Jan","ORL","W 123-110","W -11.5","O 213.5"
"76ers","17-Jan","@ WAS","L 98-117","L -2","U 221.5"
"76ers","15-Jan","@ MIA","W 109-98","W 3.5","U 212.5"
"76ers","14-Jan","BOS","W 111-99","W -3","O 207.5"
"76ers","12-Jan","CHA","L 98-109","L -5.5","U 225.5"
"76ers","10-Jan","@ HOU","W 111-91","W -10","U 226.5"
"76ers","7-Jan","SA","W 119-100","W -8.5","U 220.5"
"76ers","5-Jan","@ ORL","W 116-106","W -8.5","O 213"
"76ers","3-Jan","HOU","W 133-113","W -13","O 219"
"76ers","30-Dec","@ BK","W 110-102","W 5","U 221"
"76ers","28-Dec","@ TOR","W 114-109","L -6","O 216"
"76ers","26-Dec","@ WAS","W 117-96","W -4","O 205.5"
